Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
POC,Chrome 74.0.3729.131,,2019-05-20 12:31:01,2019-05-20 12:32:17,"1m - 16,311s",PASSED
,,,,,,
Test Cases/Regression BackOffice (All Browsers)/CLNK-28578 - BO - Happy Path - Approving PoC,Chrome 74.0.3729.131,"Summary: BO - Happy Path - Approving PoC
Description: ",2019-05-20 12:31:02,2019-05-20 12:32:16,"1m - 14,392s",PASSED
"callTestCase(findTestCase(""Regression BackOffice (All Browsers)/CLNK-23439 - Clink - Back office Client""), [:], STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-20 12:31:03,2019-05-20 12:31:31,"27,433s",PASSED
waitForPageLoad(60),Chrome 74.0.3729.131,,2019-05-20 12:31:31,2019-05-20 12:31:31,"0,091s",PASSED
delay(3),Chrome 74.0.3729.131,,2019-05-20 12:31:31,2019-05-20 12:31:34,"3,009s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameLeft""), 30)",Chrome 74.0.3729.131,,2019-05-20 12:31:34,2019-05-20 12:31:34,"0,096s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-28578/ClinicalLink""), 100)",Chrome 74.0.3729.131,,2019-05-20 12:31:34,2019-05-20 12:31:34,"0,092s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-28578/ClinicalLink""))",Chrome 74.0.3729.131,,2019-05-20 12:31:34,2019-05-20 12:31:35,"0,422s",PASSED
delay(2),Chrome 74.0.3729.131,,2019-05-20 12:31:35,2019-05-20 12:31:37,"2,009s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-28578/Notes QA""), 50)",Chrome 74.0.3729.131,,2019-05-20 12:31:37,2019-05-20 12:31:37,"0,154s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-28578/Notes QA""))",Chrome 74.0.3729.131,,2019-05-20 12:31:37,2019-05-20 12:31:40,"3,327s",PASSED
delay(2),Chrome 74.0.3729.131,,2019-05-20 12:31:40,2019-05-20 12:31:42,"2,008s",PASSED
switchToDefaultContent(),Chrome 74.0.3729.131,,2019-05-20 12:31:42,2019-05-20 12:31:42,"0,029s",PASSED
