Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression BackOffice,Chrome 73.0.3683.86,,2019-03-27 09:41:51,2019-03-27 09:43:03,"1m - 11,920s",PASSED
,,,,,,
Test Cases/Regression BackOffice (All Browsers)/CLNK-23455 - Back office Enter Needs,Chrome 73.0.3683.86,"Summary: Back office  Enter Needs
Description: ",2019-03-27 09:41:52,2019-03-27 09:43:02,"1m - 10,269s",PASSED
"callTestCase(findTestCase(""Regression BackOffice (All Browsers)/CLNK-23439 - Clink - Back office Client""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-03-27 09:41:54,2019-03-27 09:42:26,"32,090s",PASSED
waitForPageLoad(60),Chrome 73.0.3683.86,,2019-03-27 09:42:26,2019-03-27 09:42:26,"0,073s",PASSED
delay(3),Chrome 73.0.3683.86,,2019-03-27 09:42:26,2019-03-27 09:42:29,"3,010s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameLeft""), 30)",Chrome 73.0.3683.86,,2019-03-27 09:42:29,2019-03-27 09:42:29,"0,096s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-10235/ScheduleIcon""), 100)",Chrome 73.0.3683.86,,2019-03-27 09:42:29,2019-03-27 09:42:29,"0,073s",PASSED
"click(findTestObject(""Regression BackOffice/CLNK-10235/ScheduleIcon""))",Chrome 73.0.3683.86,,2019-03-27 09:42:29,2019-03-27 09:42:29,"0,308s",PASSED
delay(2),Chrome 73.0.3683.86,,2019-03-27 09:42:29,2019-03-27 09:42:31,"2,008s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-10235/EnterNeeds""), 100)",Chrome 73.0.3683.86,,2019-03-27 09:42:31,2019-03-27 09:42:32,"0,135s",PASSED
"click(findTestObject(""Regression BackOffice/CLNK-10235/EnterNeeds""))",Chrome 73.0.3683.86,,2019-03-27 09:42:32,2019-03-27 09:42:34,"2,316s",PASSED
delay(2),Chrome 73.0.3683.86,,2019-03-27 09:42:34,2019-03-27 09:42:36,"2,008s",PASSED
switchToDefaultContent(),Chrome 73.0.3683.86,,2019-03-27 09:42:36,2019-03-27 09:42:36,"0,022s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameMain""), 30)",Chrome 73.0.3683.86,,2019-03-27 09:42:36,2019-03-27 09:42:36,"0,103s",PASSED
delay(3),Chrome 73.0.3683.86,,2019-03-27 09:42:36,2019-03-27 09:42:39,"3,007s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-10235/Client NameSearchNeeds""), 100)",Chrome 73.0.3683.86,,2019-03-27 09:42:39,2019-03-27 09:42:39,"0,070s",PASSED
"setText(findTestObject(""Regression BackOffice/CLNK-10235/Client NameSearchNeeds""), ""Morris"")",Chrome 73.0.3683.86,,2019-03-27 09:42:39,2019-03-27 09:42:39,"0,383s",PASSED
delay(2),Chrome 73.0.3683.86,,2019-03-27 09:42:39,2019-03-27 09:42:41,"2,009s",PASSED
"sendKeys(findTestObject(""Regression BackOffice/CLNK-10235/Client NameSearchNeeds""), Keys.chord(ARROW_RIGHT, ARROW_DOWN, ENTER))",Chrome 73.0.3683.86,,2019-03-27 09:42:41,2019-03-27 09:42:42,"0,193s",PASSED
