Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
My Patients - Add Schedule,Chrome 72.0.3626.109,,2019-02-21 14:16:20,2019-02-21 14:17:46,"1m - 25,418s",PASSED
,,,,,,
Test Cases/My Patients - AddSchedule/Create Schedule,Chrome 72.0.3626.109,,2019-02-21 14:16:21,2019-02-21 14:17:44,"1m - 22,208s",PASSED
"callTestCase(findTestCase(""Login/Verify Successful Login""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.109,,2019-02-21 14:16:23,2019-02-21 14:16:53,"29,282s",PASSED
waitForPageLoad(60),Chrome 72.0.3626.109,,2019-02-21 14:16:53,2019-02-21 14:16:53,"0,049s",PASSED
maximizeWindow(),Chrome 72.0.3626.109,,2019-02-21 14:16:53,2019-02-21 14:16:53,"0,014s",PASSED
waitForPageLoad(60),Chrome 72.0.3626.109,,2019-02-21 14:16:53,2019-02-21 14:16:53,"0,106s",PASSED
delay(3),Chrome 72.0.3626.109,,2019-02-21 14:16:53,2019-02-21 14:16:56,"3,054s",PASSED
"waitForElementPresent(findTestObject(""ClientPage/HomeLink""), 100)",Chrome 72.0.3626.109,,2019-02-21 14:16:56,2019-02-21 14:16:56,"0,158s",PASSED
"click(findTestObject(""ClientPage/HomeLink""))",Chrome 72.0.3626.109,,2019-02-21 14:16:56,2019-02-21 14:16:58,"2,081s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-21 14:16:58,2019-02-21 14:17:00,"2,007s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.109,,2019-02-21 14:17:00,2019-02-21 14:17:00,"0,037s",PASSED
"waitForElementPresent(findTestObject(""HomePage/RequestTab""), 50)",Chrome 72.0.3626.109,,2019-02-21 14:17:00,2019-02-21 14:17:00,"0,125s",PASSED
"click(findTestObject(""HomePage/RequestTab""))",Chrome 72.0.3626.109,,2019-02-21 14:17:00,2019-02-21 14:17:04,"3,477s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-21 14:17:04,2019-02-21 14:17:06,"2,004s",PASSED
"waitForElementPresent(findTestObject(""HomePage/SearchText""), 50)",Chrome 72.0.3626.109,,2019-02-21 14:17:06,2019-02-21 14:17:06,"0,148s",PASSED
"setText(findTestObject(""HomePage/SearchText""), G_Patient)",Chrome 72.0.3626.109,,2019-02-21 14:17:06,2019-02-21 14:17:08,"1,528s",PASSED
delay(3),Chrome 72.0.3626.109,,2019-02-21 14:17:08,2019-02-21 14:17:11,"3,004s",PASSED
"waitForElementPresent(findTestObject(""HomePage/ClientLink""), 100)",Chrome 72.0.3626.109,,2019-02-21 14:17:11,2019-02-21 14:17:11,"0,110s",PASSED
"click(findTestObject(""HomePage/ClientLink""))",Chrome 72.0.3626.109,,2019-02-21 14:17:11,2019-02-21 14:17:15,"4,041s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-21 14:17:15,2019-02-21 14:17:17,"2,003s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.109,,2019-02-21 14:17:17,2019-02-21 14:17:17,"0,068s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/button_Add Schedule""), 50)",Chrome 72.0.3626.109,,2019-02-21 14:17:17,2019-02-21 14:17:17,"0,102s",PASSED
"click(findTestObject(""My Patients - AddSchedule/button_Add Schedule""))",Chrome 72.0.3626.109,,2019-02-21 14:17:17,2019-02-21 14:17:18,"0,717s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/FilterBySubServices""), 50)",Chrome 72.0.3626.109,,2019-02-21 14:17:18,2019-02-21 14:17:18,"0,173s",PASSED
"click(findTestObject(""My Patients - AddSchedule/FilterBySubServices""))",Chrome 72.0.3626.109,,2019-02-21 14:17:18,2019-02-21 14:17:18,"0,376s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-21 14:17:18,2019-02-21 14:17:20,"2,005s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/ServiceTypeList""), 50)",Chrome 72.0.3626.109,,2019-02-21 14:17:20,2019-02-21 14:17:21,"0,506s",PASSED
"click(findTestObject(""My Patients - AddSchedule/ServiceTypeList""))",Chrome 72.0.3626.109,,2019-02-21 14:17:21,2019-02-21 14:17:22,"0,833s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-21 14:17:22,2019-02-21 14:17:24,"2,003s",PASSED
"focus(findTestObject(""My Patients - AddSchedule/ServiceTypeList""), STOP_ON_FAILURE)",Chrome 72.0.3626.109,,2019-02-21 14:17:24,2019-02-21 14:17:24,"0,341s",PASSED
"sendKeys(findTestObject(""My Patients - AddSchedule/ServiceTypeList""), Keys.chord(ARROW_DOWN, ARROW_DOWN, ARROW_DOWN, ARROW_DOWN, ARROW_DOWN, ENTER))",Chrome 72.0.3626.109,,2019-02-21 14:17:24,2019-02-21 14:17:24,"0,586s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/StartTime""), 60)",Chrome 72.0.3626.109,,2019-02-21 14:17:24,2019-02-21 14:17:25,"0,099s",PASSED
"clearText(findTestObject(""My Patients - AddSchedule/StartTime""))",Chrome 72.0.3626.109,,2019-02-21 14:17:25,2019-02-21 14:17:25,"0,399s",PASSED
delay(3),Chrome 72.0.3626.109,,2019-02-21 14:17:25,2019-02-21 14:17:28,"3,002s",PASSED
"click(findTestObject(""My Patients - AddSchedule/StartTime""))",Chrome 72.0.3626.109,,2019-02-21 14:17:28,2019-02-21 14:17:28,"0,488s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-21 14:17:28,2019-02-21 14:17:30,"2,004s",PASSED
"sendKeys(findTestObject(""My Patients - AddSchedule/StartTime""), G_StartTime)",Chrome 72.0.3626.109,,2019-02-21 14:17:30,2019-02-21 14:17:31,"0,560s",PASSED
delay(3),Chrome 72.0.3626.109,,2019-02-21 14:17:31,2019-02-21 14:17:34,"3,002s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/EndTime""), 60)",Chrome 72.0.3626.109,,2019-02-21 14:17:34,2019-02-21 14:17:34,"0,157s",PASSED
"clearText(findTestObject(""My Patients - AddSchedule/EndTime""))",Chrome 72.0.3626.109,,2019-02-21 14:17:34,2019-02-21 14:17:34,"0,301s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-21 14:17:34,2019-02-21 14:17:36,"2,002s",PASSED
"click(findTestObject(""My Patients - AddSchedule/EndTime""))",Chrome 72.0.3626.109,,2019-02-21 14:17:36,2019-02-21 14:17:37,"0,444s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-21 14:17:37,2019-02-21 14:17:39,"2,003s",PASSED
"sendKeys(findTestObject(""My Patients - AddSchedule/EndTime""), G_EndTime)",Chrome 72.0.3626.109,,2019-02-21 14:17:39,2019-02-21 14:17:39,"0,231s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/SaveButton""), 100)",Chrome 72.0.3626.109,,2019-02-21 14:17:39,2019-02-21 14:17:39,"0,131s",PASSED
"click(findTestObject(""My Patients - AddSchedule/SaveButton""))",Chrome 72.0.3626.109,,2019-02-21 14:17:39,2019-02-21 14:17:40,"0,313s",PASSED
waitForPageLoad(100),Chrome 72.0.3626.109,,2019-02-21 14:17:40,2019-02-21 14:17:40,"0,041s",PASSED
delay(4),Chrome 72.0.3626.109,,2019-02-21 14:17:40,2019-02-21 14:17:44,"4,002s",PASSED
