Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
My Patients - Add Schedule,Chrome 72.0.3626.109,,2019-02-20 11:20:59,2019-02-20 11:22:00,"1m - 1,011s",PASSED
,,,,,,
Test Cases/My Patients - AddSchedule/Create Schedule,Chrome 72.0.3626.109,,2019-02-20 11:20:59,2019-02-20 11:21:59,"59,333s",PASSED
"callTestCase(findTestCase(""Login/Verify Successful Login""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.109,,2019-02-20 11:21:00,2019-02-20 11:21:19,"18,149s",PASSED
waitForPageLoad(60),Chrome 72.0.3626.109,,2019-02-20 11:21:19,2019-02-20 11:21:19,"0,045s",PASSED
maximizeWindow(),Chrome 72.0.3626.109,,2019-02-20 11:21:19,2019-02-20 11:21:19,"0,013s",PASSED
waitForPageLoad(60),Chrome 72.0.3626.109,,2019-02-20 11:21:19,2019-02-20 11:21:19,"0,022s",PASSED
delay(3),Chrome 72.0.3626.109,,2019-02-20 11:21:19,2019-02-20 11:21:22,"3,019s",PASSED
"waitForElementPresent(findTestObject(""ClientPage/HomeLink""), 100)",Chrome 72.0.3626.109,,2019-02-20 11:21:22,2019-02-20 11:21:22,"0,069s",PASSED
"click(findTestObject(""ClientPage/HomeLink""))",Chrome 72.0.3626.109,,2019-02-20 11:21:22,2019-02-20 11:21:23,"1,276s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:21:23,2019-02-20 11:21:25,"2,005s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.109,,2019-02-20 11:21:25,2019-02-20 11:21:25,"0,017s",PASSED
"waitForElementPresent(findTestObject(""HomePage/RequestTab""), 50)",Chrome 72.0.3626.109,,2019-02-20 11:21:25,2019-02-20 11:21:25,"0,064s",PASSED
"click(findTestObject(""HomePage/RequestTab""))",Chrome 72.0.3626.109,,2019-02-20 11:21:25,2019-02-20 11:21:25,"0,209s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:21:25,2019-02-20 11:21:27,"2,004s",PASSED
"waitForElementPresent(findTestObject(""HomePage/SearchText""), 50)",Chrome 72.0.3626.109,,2019-02-20 11:21:27,2019-02-20 11:21:27,"0,086s",PASSED
"setText(findTestObject(""HomePage/SearchText""), G_Patient)",Chrome 72.0.3626.109,,2019-02-20 11:21:27,2019-02-20 11:21:29,"1,618s",PASSED
delay(3),Chrome 72.0.3626.109,,2019-02-20 11:21:29,2019-02-20 11:21:32,"3,005s",PASSED
"waitForElementPresent(findTestObject(""HomePage/ClientLink""), 100)",Chrome 72.0.3626.109,,2019-02-20 11:21:32,2019-02-20 11:21:32,"0,087s",PASSED
"click(findTestObject(""HomePage/ClientLink""))",Chrome 72.0.3626.109,,2019-02-20 11:21:32,2019-02-20 11:21:34,"1,672s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:21:34,2019-02-20 11:21:36,"2,004s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.109,,2019-02-20 11:21:36,2019-02-20 11:21:36,"0,045s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/button_Add Schedule""), 50)",Chrome 72.0.3626.109,,2019-02-20 11:21:36,2019-02-20 11:21:36,"0,065s",PASSED
"click(findTestObject(""My Patients - AddSchedule/button_Add Schedule""))",Chrome 72.0.3626.109,,2019-02-20 11:21:36,2019-02-20 11:21:36,"0,248s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/FilterBySubServices""), 50)",Chrome 72.0.3626.109,,2019-02-20 11:21:36,2019-02-20 11:21:36,"0,060s",PASSED
"click(findTestObject(""My Patients - AddSchedule/FilterBySubServices""))",Chrome 72.0.3626.109,,2019-02-20 11:21:36,2019-02-20 11:21:36,"0,226s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:21:36,2019-02-20 11:21:38,"2,003s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/ServiceTypeList""), 50)",Chrome 72.0.3626.109,,2019-02-20 11:21:38,2019-02-20 11:21:38,"0,054s",PASSED
"click(findTestObject(""My Patients - AddSchedule/ServiceTypeList""))",Chrome 72.0.3626.109,,2019-02-20 11:21:38,2019-02-20 11:21:39,"0,261s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:21:39,2019-02-20 11:21:41,"2,003s",PASSED
"focus(findTestObject(""My Patients - AddSchedule/ServiceTypeList""), STOP_ON_FAILURE)",Chrome 72.0.3626.109,,2019-02-20 11:21:41,2019-02-20 11:21:41,"0,158s",PASSED
"sendKeys(findTestObject(""My Patients - AddSchedule/ServiceTypeList""), Keys.chord(ARROW_DOWN, ARROW_DOWN, ARROW_DOWN, ARROW_DOWN, ARROW_DOWN, ENTER))",Chrome 72.0.3626.109,,2019-02-20 11:21:41,2019-02-20 11:21:41,"0,216s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/StartTime""), 60)",Chrome 72.0.3626.109,,2019-02-20 11:21:41,2019-02-20 11:21:41,"0,059s",PASSED
"clearText(findTestObject(""My Patients - AddSchedule/StartTime""))",Chrome 72.0.3626.109,,2019-02-20 11:21:41,2019-02-20 11:21:41,"0,197s",PASSED
delay(3),Chrome 72.0.3626.109,,2019-02-20 11:21:41,2019-02-20 11:21:44,"3,004s",PASSED
"click(findTestObject(""My Patients - AddSchedule/StartTime""))",Chrome 72.0.3626.109,,2019-02-20 11:21:44,2019-02-20 11:21:45,"0,183s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:21:45,2019-02-20 11:21:47,"2,003s",PASSED
"sendKeys(findTestObject(""My Patients - AddSchedule/StartTime""), G_StartTime)",Chrome 72.0.3626.109,,2019-02-20 11:21:47,2019-02-20 11:21:47,"0,219s",PASSED
delay(3),Chrome 72.0.3626.109,,2019-02-20 11:21:47,2019-02-20 11:21:50,"3,002s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/EndTime""), 60)",Chrome 72.0.3626.109,,2019-02-20 11:21:50,2019-02-20 11:21:50,"0,058s",PASSED
"clearText(findTestObject(""My Patients - AddSchedule/EndTime""))",Chrome 72.0.3626.109,,2019-02-20 11:21:50,2019-02-20 11:21:50,"0,153s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:21:50,2019-02-20 11:21:52,"2,003s",PASSED
"click(findTestObject(""My Patients - AddSchedule/EndTime""))",Chrome 72.0.3626.109,,2019-02-20 11:21:52,2019-02-20 11:21:52,"0,187s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:21:52,2019-02-20 11:21:54,"2,004s",PASSED
"sendKeys(findTestObject(""My Patients - AddSchedule/EndTime""), G_EndTime)",Chrome 72.0.3626.109,,2019-02-20 11:21:54,2019-02-20 11:21:54,"0,204s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/SaveButton""), 100)",Chrome 72.0.3626.109,,2019-02-20 11:21:54,2019-02-20 11:21:54,"0,048s",PASSED
"click(findTestObject(""My Patients - AddSchedule/SaveButton""))",Chrome 72.0.3626.109,,2019-02-20 11:21:54,2019-02-20 11:21:55,"0,206s",PASSED
waitForPageLoad(100),Chrome 72.0.3626.109,,2019-02-20 11:21:55,2019-02-20 11:21:55,"0,045s",PASSED
delay(4),Chrome 72.0.3626.109,,2019-02-20 11:21:55,2019-02-20 11:21:59,"4,002s",PASSED
