Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
My Patients - Add Schedule,Chrome 72.0.3626.109,,2019-02-20 11:11:01,2019-02-20 11:12:04,"1m - 2,866s",PASSED
,,,,,,
Test Cases/My Patients - AddSchedule/Create Schedule,Chrome 72.0.3626.109,,2019-02-20 11:11:02,2019-02-20 11:12:02,"1m - 0,714s",PASSED
"callTestCase(findTestCase(""Login/Verify Successful Login""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.109,,2019-02-20 11:11:03,2019-02-20 11:11:22,"18,697s",PASSED
waitForPageLoad(60),Chrome 72.0.3626.109,,2019-02-20 11:11:22,2019-02-20 11:11:22,"0,086s",PASSED
maximizeWindow(),Chrome 72.0.3626.109,,2019-02-20 11:11:22,2019-02-20 11:11:22,"0,020s",PASSED
waitForPageLoad(60),Chrome 72.0.3626.109,,2019-02-20 11:11:22,2019-02-20 11:11:22,"0,038s",PASSED
delay(3),Chrome 72.0.3626.109,,2019-02-20 11:11:22,2019-02-20 11:11:25,"3,020s",PASSED
"waitForElementPresent(findTestObject(""ClientPage/HomeLink""), 100)",Chrome 72.0.3626.109,,2019-02-20 11:11:25,2019-02-20 11:11:25,"0,048s",PASSED
"click(findTestObject(""ClientPage/HomeLink""))",Chrome 72.0.3626.109,,2019-02-20 11:11:25,2019-02-20 11:11:26,"1,366s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:11:26,2019-02-20 11:11:28,"2,006s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.109,,2019-02-20 11:11:28,2019-02-20 11:11:28,"0,018s",PASSED
"waitForElementPresent(findTestObject(""HomePage/RequestTab""), 50)",Chrome 72.0.3626.109,,2019-02-20 11:11:28,2019-02-20 11:11:28,"0,077s",PASSED
"click(findTestObject(""HomePage/RequestTab""))",Chrome 72.0.3626.109,,2019-02-20 11:11:28,2019-02-20 11:11:29,"0,213s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:11:29,2019-02-20 11:11:31,"2,003s",PASSED
"waitForElementPresent(findTestObject(""HomePage/SearchText""), 50)",Chrome 72.0.3626.109,,2019-02-20 11:11:31,2019-02-20 11:11:32,"1,222s",PASSED
"setText(findTestObject(""HomePage/SearchText""), G_Patient)",Chrome 72.0.3626.109,,2019-02-20 11:11:32,2019-02-20 11:11:33,"0,822s",PASSED
delay(3),Chrome 72.0.3626.109,,2019-02-20 11:11:33,2019-02-20 11:11:36,"3,003s",PASSED
