Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression BackOffice,Chrome 72.0.3626.119,,2019-03-05 18:09:15,2019-03-05 18:10:55,"1m - 40,439s",PASSED
,,,,,,
Test Cases/Regression BackOffice (All Browsers)/CLNK-27759 - Security Roles - SOX Audit,Chrome 72.0.3626.119,"Summary: Automate::Security Roles - SOX Audit 
Description: Intent is to design test case as per Katalon tool",2019-03-05 18:09:16,2019-03-05 18:10:54,"1m - 38,560s",PASSED
"callTestCase(findTestCase(""Regression BackOffice (All Browsers)/CLNK-23439 - Clink - Back office Client""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.119,,2019-03-05 18:09:17,2019-03-05 18:09:42,"25,185s",PASSED
waitForPageLoad(60),Chrome 72.0.3626.119,,2019-03-05 18:09:42,2019-03-05 18:09:42,"0,048s",PASSED
delay(3),Chrome 72.0.3626.119,,2019-03-05 18:09:42,2019-03-05 18:09:45,"3,010s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameLeft""), 30)",Chrome 72.0.3626.119,,2019-03-05 18:09:45,2019-03-05 18:09:46,"0,135s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/AdministratorsTab""), 100)",Chrome 72.0.3626.119,,2019-03-05 18:09:46,2019-03-05 18:09:46,"0,110s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/AdministratorsTab""))",Chrome 72.0.3626.119,,2019-03-05 18:09:46,2019-03-05 18:09:46,"0,383s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-05 18:09:46,2019-03-05 18:09:48,"2,006s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.119,,2019-03-05 18:09:48,2019-03-05 18:09:48,"0,038s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/AdminSystemSettingsLink""), 50)",Chrome 72.0.3626.119,,2019-03-05 18:09:48,2019-03-05 18:09:48,"0,119s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/AdminSystemSettingsLink""))",Chrome 72.0.3626.119,,2019-03-05 18:09:48,2019-03-05 18:09:49,"0,254s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-05 18:09:49,2019-03-05 18:09:51,"2,008s",PASSED
"scrollToElement(findTestObject(""Regression BackOffice/CLINK-27759/AdministratorReportsLink""), 50)",Chrome 72.0.3626.119,,2019-03-05 18:09:51,2019-03-05 18:09:51,"0,094s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/AdministratorReportsLink""), 50)",Chrome 72.0.3626.119,,2019-03-05 18:09:51,2019-03-05 18:09:51,"0,053s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/AdministratorReportsLink""))",Chrome 72.0.3626.119,,2019-03-05 18:09:51,2019-03-05 18:09:53,"1,935s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-05 18:09:53,2019-03-05 18:09:55,"2,007s",PASSED
switchToDefaultContent(),Chrome 72.0.3626.119,,2019-03-05 18:09:55,2019-03-05 18:09:55,"0,029s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameMain""), 30)",Chrome 72.0.3626.119,,2019-03-05 18:09:55,2019-03-05 18:09:55,"0,151s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.119,,2019-03-05 18:09:55,2019-03-05 18:09:55,"0,027s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/RoleAccessSecurityReportLink""), 50)",Chrome 72.0.3626.119,,2019-03-05 18:09:55,2019-03-05 18:09:55,"0,071s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/RoleAccessSecurityReportLink""))",Chrome 72.0.3626.119,,2019-03-05 18:09:55,2019-03-05 18:09:57,"1,710s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-05 18:09:57,2019-03-05 18:09:59,"2,009s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.119,,2019-03-05 18:09:59,2019-03-05 18:09:59,"0,057s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/DemoDemoChk""), 50)",Chrome 72.0.3626.119,,2019-03-05 18:09:59,2019-03-05 18:09:59,"0,042s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/DemoDemoChk""))",Chrome 72.0.3626.119,,2019-03-05 18:09:59,2019-03-05 18:09:59,"0,269s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-05 18:09:59,2019-03-05 18:10:01,"2,008s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/SpecificUser""), 50)",Chrome 72.0.3626.119,,2019-03-05 18:10:01,2019-03-05 18:10:01,"0,040s",PASSED
"focus(findTestObject(""Regression BackOffice/CLINK-27759/SpecificUser""))",Chrome 72.0.3626.119,,2019-03-05 18:10:01,2019-03-05 18:10:01,"0,174s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/SpecificUser""))",Chrome 72.0.3626.119,,2019-03-05 18:10:01,2019-03-05 18:10:01,"0,232s",PASSED
"setText(findTestObject(""Regression BackOffice/CLINK-27759/SpecificUser""), G_SpecificUser)",Chrome 72.0.3626.119,,2019-03-05 18:10:01,2019-03-05 18:10:02,"0,254s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-05 18:10:02,2019-03-05 18:10:04,"2,006s",PASSED
"sendKeys(findTestObject(""Regression BackOffice/CLINK-27759/SpecificUser""), Keys.chord(ARROW_DOWN, ENTER))",Chrome 72.0.3626.119,,2019-03-05 18:10:04,2019-03-05 18:10:04,"0,197s",PASSED
delay(8),Chrome 72.0.3626.119,,2019-03-05 18:10:04,2019-03-05 18:10:12,"8,006s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/ShowReportLink""), 50)",Chrome 72.0.3626.119,,2019-03-05 18:10:12,2019-03-05 18:10:12,"0,062s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/ShowReportLink""))",Chrome 72.0.3626.119,,2019-03-05 18:10:12,2019-03-05 18:10:15,"3,204s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-05 18:10:15,2019-03-05 18:10:17,"2,006s",PASSED
