Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression BackOffice,Chrome 72.0.3626.119,,2019-03-13 15:02:41,2019-03-13 15:05:13,"2m - 31,816s",PASSED
,,,,,,
Test Cases/Regression BackOffice (All Browsers)/CLNK-10620 - BackOffice Medication Profile - Patient Information,Chrome 72.0.3626.119,"Summary: BackOffice Medication Profile: Patient Information
Description: CLink - Clinical block:

1. Search for a test client

2. Open Medication Profile",2019-03-13 15:02:42,2019-03-13 15:04:22,"1m - 40,567s",PASSED
"callTestCase(findTestCase(""Regression BackOffice (All Browsers)/CLNK-23439 - Clink - Back office Client""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.119,,2019-03-13 15:02:45,2019-03-13 15:03:23,"38,100s",PASSED
waitForPageLoad(60),Chrome 72.0.3626.119,,2019-03-13 15:03:23,2019-03-13 15:03:23,"0,074s",PASSED
delay(3),Chrome 72.0.3626.119,,2019-03-13 15:03:23,2019-03-13 15:03:26,"3,009s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameLeft""), 30)",Chrome 72.0.3626.119,,2019-03-13 15:03:26,2019-03-13 15:03:26,"0,149s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-23449/ClienIntakeICon""), 100)",Chrome 72.0.3626.119,,2019-03-13 15:03:26,2019-03-13 15:03:26,"0,079s",PASSED
"click(findTestObject(""Regression BackOffice/CLNK-23449/ClienIntakeICon""))",Chrome 72.0.3626.119,,2019-03-13 15:03:26,2019-03-13 15:03:26,"0,401s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-13 15:03:26,2019-03-13 15:03:28,"2,009s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.119,,2019-03-13 15:03:28,2019-03-13 15:03:28,"0,068s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-10235/SearchforaClient""), 50)",Chrome 72.0.3626.119,,2019-03-13 15:03:28,2019-03-13 15:03:29,"0,089s",PASSED
"click(findTestObject(""Regression BackOffice/CLNK-10235/SearchforaClient""))",Chrome 72.0.3626.119,,2019-03-13 15:03:29,2019-03-13 15:03:31,"2,312s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-13 15:03:31,2019-03-13 15:03:33,"2,007s",PASSED
switchToDefaultContent(),Chrome 72.0.3626.119,,2019-03-13 15:03:33,2019-03-13 15:03:33,"0,219s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameMain""), 30)",Chrome 72.0.3626.119,,2019-03-13 15:03:33,2019-03-13 15:03:33,"0,329s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-10235/FirstNameSearch""), 50)",Chrome 72.0.3626.119,,2019-03-13 15:03:33,2019-03-13 15:03:34,"0,189s",PASSED
"setText(findTestObject(""Regression BackOffice/CLNK-10235/FirstNameSearch""), ""Adam"")",Chrome 72.0.3626.119,,2019-03-13 15:03:34,2019-03-13 15:03:34,"0,438s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-13 15:03:34,2019-03-13 15:03:36,"2,007s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-10235/LastNameSearch""), 50)",Chrome 72.0.3626.119,,2019-03-13 15:03:36,2019-03-13 15:03:36,"0,090s",PASSED
"setText(findTestObject(""Regression BackOffice/CLNK-10235/LastNameSearch""), ""Cook"")",Chrome 72.0.3626.119,,2019-03-13 15:03:36,2019-03-13 15:03:36,"0,275s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-13 15:03:36,2019-03-13 15:03:38,"2,007s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK - 27906/SearchButton""), 50)",Chrome 72.0.3626.119,,2019-03-13 15:03:38,2019-03-13 15:03:38,"0,107s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK - 27906/SearchButton""), STOP_ON_FAILURE)",Chrome 72.0.3626.119,,2019-03-13 15:03:38,2019-03-13 15:03:40,"1,342s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-13 15:03:40,2019-03-13 15:03:42,"2,008s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK - 27906/ClientRollbackLink""), 50)",Chrome 72.0.3626.119,,2019-03-13 15:03:42,2019-03-13 15:03:42,"0,082s",PASSED
