Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression BackOffice,Chrome 72.0.3626.119,,2019-03-03 11:50:01,2019-03-03 11:51:31,"1m - 30,326s",PASSED
,,,,,,
Test Cases/Regression BackOffice (All Browsers)/CLNK-10235 - Enter a Need from Schedule Block,Chrome 72.0.3626.119,"Summary: Schedule : Test Case:  Enter a Need from Schedule Block.
Description: Enter a Need for Client .

 # Creating Â a Schedule Need for Client.



Â 



Verify and Validate that Caregiver can Enter a Need for a client from :



*1)Schedule Block*



2)Enter a need through Â Calendar



3) Enter a Need by Right Click on a date. Â 



Â 



Test Date:Â 



Client : Dash Woods



CLNK: creddy / qwerty



CLINK: CG: Mike Abraham (Test data)Â 



Build: 7.1.8.15



Test Environment:Â 



Clink and Point of CareÂ 



Â ",2019-03-03 11:50:02,2019-03-03 11:51:30,"1m - 28,602s",PASSED
"callTestCase(findTestCase(""Regression BackOffice (All Browsers)/Login/Verify Successful Login Backoffice""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.119,,2019-03-03 11:50:04,2019-03-03 11:50:31,"27,242s",PASSED
waitForPageLoad(60),Chrome 72.0.3626.119,,2019-03-03 11:50:31,2019-03-03 11:50:31,"0,017s",PASSED
delay(3),Chrome 72.0.3626.119,,2019-03-03 11:50:31,2019-03-03 11:50:34,"3,005s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameLeft""), 30)",Chrome 72.0.3626.119,,2019-03-03 11:50:34,2019-03-03 11:50:35,"0,097s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-23449/ClienIntakeICon""), 100)",Chrome 72.0.3626.119,,2019-03-03 11:50:35,2019-03-03 11:50:35,"0,055s",PASSED
"click(findTestObject(""Regression BackOffice/CLNK-23449/ClienIntakeICon""))",Chrome 72.0.3626.119,,2019-03-03 11:50:35,2019-03-03 11:50:35,"0,334s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-03 11:50:35,2019-03-03 11:50:37,"2,004s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.119,,2019-03-03 11:50:37,2019-03-03 11:50:37,"0,024s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-10235/SearchforaClient""), 50)",Chrome 72.0.3626.119,,2019-03-03 11:50:37,2019-03-03 11:50:37,"0,076s",PASSED
"click(findTestObject(""Regression BackOffice/CLNK-10235/SearchforaClient""))",Chrome 72.0.3626.119,,2019-03-03 11:50:37,2019-03-03 11:50:38,"1,163s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-03 11:50:38,2019-03-03 11:50:40,"2,005s",PASSED
switchToDefaultContent(),Chrome 72.0.3626.119,,2019-03-03 11:50:40,2019-03-03 11:50:40,"0,025s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameMain""), 30)",Chrome 72.0.3626.119,,2019-03-03 11:50:40,2019-03-03 11:50:40,"0,122s",PASSED
