Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression BackOffice,Chrome 72.0.3626.119,,2019-03-02 20:10:36,2019-03-02 20:12:13,"1m - 36,915s",PASSED
,,,,,,
Test Cases/Regression BackOffice (All Browsers)/CLNK-27759 - Security Roles - SOX Audit,Chrome 72.0.3626.119,"Summary: Automate::Security Roles - SOX Audit 
Description: Intent is to design test case as per Katalon tool",2019-03-02 20:10:37,2019-03-02 20:12:12,"1m - 35,128s",PASSED
"callTestCase(findTestCase(""Regression BackOffice (All Browsers)/Login/Verify Successful Login Backoffice""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.119,,2019-03-02 20:10:39,2019-03-02 20:11:08,"29,311s",PASSED
waitForPageLoad(60),Chrome 72.0.3626.119,,2019-03-02 20:11:08,2019-03-02 20:11:08,"0,026s",PASSED
delay(3),Chrome 72.0.3626.119,,2019-03-02 20:11:08,2019-03-02 20:11:11,"3,006s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameLeft""), 30)",Chrome 72.0.3626.119,,2019-03-02 20:11:11,2019-03-02 20:11:11,"0,101s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/AdministratorsTab""), 100)",Chrome 72.0.3626.119,,2019-03-02 20:11:11,2019-03-02 20:11:11,"0,067s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/AdministratorsTab""))",Chrome 72.0.3626.119,,2019-03-02 20:11:11,2019-03-02 20:11:12,"0,260s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-02 20:11:12,2019-03-02 20:11:14,"2,004s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.119,,2019-03-02 20:11:14,2019-03-02 20:11:14,"0,023s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/AdminSystemSettingsLink""), 50)",Chrome 72.0.3626.119,,2019-03-02 20:11:14,2019-03-02 20:11:14,"0,059s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/AdminSystemSettingsLink""))",Chrome 72.0.3626.119,,2019-03-02 20:11:14,2019-03-02 20:11:14,"0,297s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-02 20:11:14,2019-03-02 20:11:16,"2,005s",PASSED
"scrollToElement(findTestObject(""Regression BackOffice/CLINK-27759/AdministratorReportsLink""), 50)",Chrome 72.0.3626.119,,2019-03-02 20:11:16,2019-03-02 20:11:16,"0,089s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/AdministratorReportsLink""), 50)",Chrome 72.0.3626.119,,2019-03-02 20:11:16,2019-03-02 20:11:16,"0,086s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/AdministratorReportsLink""))",Chrome 72.0.3626.119,,2019-03-02 20:11:16,2019-03-02 20:11:18,"1,878s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-02 20:11:18,2019-03-02 20:11:20,"2,023s",PASSED
switchToDefaultContent(),Chrome 72.0.3626.119,,2019-03-02 20:11:20,2019-03-02 20:11:20,"0,032s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameMain""), 30)",Chrome 72.0.3626.119,,2019-03-02 20:11:20,2019-03-02 20:11:20,"0,099s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.119,,2019-03-02 20:11:20,2019-03-02 20:11:20,"0,018s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/RoleAccessSecurityReportLink""), 50)",Chrome 72.0.3626.119,,2019-03-02 20:11:20,2019-03-02 20:11:20,"0,052s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/RoleAccessSecurityReportLink""))",Chrome 72.0.3626.119,,2019-03-02 20:11:20,2019-03-02 20:11:22,"1,807s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-02 20:11:22,2019-03-02 20:11:24,"2,005s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.119,,2019-03-02 20:11:24,2019-03-02 20:11:24,"0,020s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/DemoDemoChk""), 50)",Chrome 72.0.3626.119,,2019-03-02 20:11:24,2019-03-02 20:11:24,"0,072s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/DemoDemoChk""))",Chrome 72.0.3626.119,,2019-03-02 20:11:24,2019-03-02 20:11:25,"0,340s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-02 20:11:25,2019-03-02 20:11:27,"2,005s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/SpecificUser""), 50)",Chrome 72.0.3626.119,,2019-03-02 20:11:27,2019-03-02 20:11:27,"0,040s",PASSED
"focus(findTestObject(""Regression BackOffice/CLINK-27759/SpecificUser""))",Chrome 72.0.3626.119,,2019-03-02 20:11:27,2019-03-02 20:11:27,"0,175s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/SpecificUser""))",Chrome 72.0.3626.119,,2019-03-02 20:11:27,2019-03-02 20:11:27,"0,291s",PASSED
"setText(findTestObject(""Regression BackOffice/CLINK-27759/SpecificUser""), G_SpecificUser)",Chrome 72.0.3626.119,,2019-03-02 20:11:27,2019-03-02 20:11:27,"0,255s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-02 20:11:27,2019-03-02 20:11:29,"2,005s",PASSED
"sendKeys(findTestObject(""Regression BackOffice/CLINK-27759/SpecificUser""), Keys.chord(ARROW_DOWN, ENTER))",Chrome 72.0.3626.119,,2019-03-02 20:11:29,2019-03-02 20:11:30,"0,253s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-02 20:11:30,2019-03-02 20:11:32,"2,005s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/ShowReportLink""), 50)",Chrome 72.0.3626.119,,2019-03-02 20:11:32,2019-03-02 20:11:32,"0,092s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/ShowReportLink""))",Chrome 72.0.3626.119,,2019-03-02 20:11:32,2019-03-02 20:11:34,"2,122s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-02 20:11:34,2019-03-02 20:11:36,"2,005s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-02 20:11:36,2019-03-02 20:11:38,"2,004s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/ExportToLink""), 50)",Chrome 72.0.3626.119,,2019-03-02 20:11:38,2019-03-02 20:11:38,"0,063s",PASSED
"focus(findTestObject(""Regression BackOffice/CLINK-27759/ExportToLink""))",Chrome 72.0.3626.119,,2019-03-02 20:11:38,2019-03-02 20:11:38,"0,332s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/ExportToLink""))",Chrome 72.0.3626.119,,2019-03-02 20:11:38,2019-03-02 20:11:39,"0,299s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-02 20:11:39,2019-03-02 20:11:41,"2,004s",PASSED
"sendKeys(findTestObject(""Regression BackOffice/CLINK-27759/ExportToLink""), Keys.chord(ARROW_DOWN, ENTER))",Chrome 72.0.3626.119,,2019-03-02 20:11:41,2019-03-02 20:11:41,"0,155s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-02 20:11:41,2019-03-02 20:11:43,"2,022s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/ExportToFile""), 50)",Chrome 72.0.3626.119,,2019-03-02 20:11:43,2019-03-02 20:11:43,"0,068s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/ExportToFile""))",Chrome 72.0.3626.119,,2019-03-02 20:11:43,2019-03-02 20:11:44,"1,453s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-02 20:11:44,2019-03-02 20:11:46,"2,004s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/Demo_DemoObject""), 50)",Chrome 72.0.3626.119,,2019-03-02 20:11:46,2019-03-02 20:11:46,"0,093s",PASSED
"verifyElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/Demo_DemoObject""), 0)",Chrome 72.0.3626.119,,2019-03-02 20:11:46,2019-03-02 20:11:46,"0,048s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-02 20:11:46,2019-03-02 20:11:48,"2,004s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/ResetLink""), 50)",Chrome 72.0.3626.119,,2019-03-02 20:11:48,2019-03-02 20:11:49,"0,057s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-27759/ResetLink""))",Chrome 72.0.3626.119,,2019-03-02 20:11:49,2019-03-02 20:11:49,"0,294s",PASSED
delay(2),Chrome 72.0.3626.119,,2019-03-02 20:11:49,2019-03-02 20:11:51,"2,005s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-27759/DemoDemoChk""), 50)",Chrome 72.0.3626.119,,2019-03-02 20:11:51,2019-03-02 20:11:51,"0,106s",PASSED
